cen_tract,id,longitude,latitude,prem,t_ded,tcov,value
1073003400,134252,-86.9,33.5,2187,5,169.4,148
1073003400,427206,-86.9,33.5,859,2,95.8,95.8
1073003400,433849,-86.9,33.5,903,2,75,75
1073003400,716187,-86.9,33.5,794,5,147.8,160
1073003400,840284,-86.9,33.5,544,1.5,40,80
1073003400,1228774,-86.9,33.5,789,2,98.9,131.4
1073004500,21056,-86.8,33.5,609,2,240,240
1073004500,74840,-86.8,33.5,782,5,100,100
1073004500,115793,-86.8,33.5,2062,2,250,250
1073004500,123930,-86.8,33.5,656,5,250,400
1073004500,134522,-86.8,33.5,643,5,133,133
1073004500,134649,-86.8,33.5,1036,3,100,100
1073004500,140165,-86.8,33.5,860,5,122,73
1073004500,149138,-86.8,33.5,1046,5,144,176
1073004500,196538,-86.8,33.5,523,5,200,208
1073004500,197262,-86.8,33.5,1476,2,184.9,184.9
1073004500,423152,-86.8,33.5,1064,5,155,155
1073004500,492873,-86.8,33.5,1508,5,226.2,226.2
1073004500,492891,-86.8,33.5,799,2,250,250
1073004500,584702,-86.8,33.5,375,5,193,250
1073004500,585567,-86.8,33.5,1650,2,105.6,105.6
1073004500,712046,-86.8,33.5,530,1.25,250,330
1073004500,839527,-86.8,33.5,421,2,40,75
1073004500,840208,-86.8,33.5,1323,5,150,223
1073004500,843640,-86.8,33.5,625,2,54,250
1073004500,1008383,-86.8,33.5,502,1.5,50,122
1073004500,1008399,-86.8,33.5,395,1.5,48,116
1073004500,1228911,-86.8,33.5,520,1.25,201,193
1073004500,1231445,-86.8,33.5,498,3,250,457
1073004500,1232799,-86.8,33.5,2061,5,250,221.672
1073005905,128224,-86.7,33.6,612,2,57,119
1073005905,420385,-86.7,33.6,653,1.5,63.4,82.4
1073005905,425951,-86.7,33.6,863,1,88.4,88.4
1073005905,976984,-86.7,33.6,2210,5,250,492.926
1073010805,76447,-86.7,33.5,1847,2,202.5,202.5
1073010805,118805,-86.7,33.5,2767,2,170.5,130.4
1073010805,128093,-86.7,33.5,2179,2,245.3,223
1073010805,130970,-86.7,33.5,1695,2,203,244.2
1073010805,131057,-86.7,33.5,1519,2,231,231
1073010805,134788,-86.7,33.5,2047,2,250,500
1073010805,135143,-86.7,33.5,1218,2,250,347
1073010805,135459,-86.7,33.5,1400,2,138,130
1073010805,148563,-86.7,33.5,2430,5,220,220
1073010805,148764,-86.7,33.5,1676,5,237.6,216
1073010805,149146,-86.7,33.5,1182,2,175,175
1073010805,152749,-86.7,33.5,1314,5,157.6,180
1073010805,153324,-86.7,33.5,2142,2,218,218
1073010805,155398,-86.7,33.5,588,2,250,1389
1073010805,155479,-86.7,33.5,499,2,250,450
1073010805,156050,-86.7,33.5,1478,2,195,195
1073010805,156758,-86.7,33.5,1382,5,250,250
1073010805,157227,-86.7,33.5,1554,2,180,180
1073010805,196784,-86.7,33.5,361,5,207,207
1073010805,199527,-86.7,33.5,1268,5,207,207
1073010805,423122,-86.7,33.5,1582,5,250,250
1073010805,425577,-86.7,33.5,2096,2,250,250
1073010805,431741,-86.7,33.5,328,1.25,195,195
1073010805,496646,-86.7,33.5,2092,2,185,249.5
1073010805,713048,-86.7,33.5,1004,1.25,218,250.004
1073010805,714714,-86.7,33.5,280,2,111.2,111.187
1073010805,714908,-86.7,33.5,1552,2,200,250
1073010805,715214,-86.7,33.5,963,2,140,140
1073010805,977057,-86.7,33.5,1397,5,186,170
1073010805,1231796,-86.7,33.5,512,2,54.3,140.4
1073010805,1233865,-86.7,33.5,901,5,167,207
1073010805,1234494,-86.7,33.5,1994,5,167,167
1073010805,1234754,-86.7,33.5,489,5,56.5,165
1073011107,200168,-86.6,33.6,688,1.25,250,656
1073011400,131268,-86.9,33.8,614,1.25,231.2,187.52
1073012002,1028559,-86.8,33.6,634,5,105,105
1073012704,585660,-86.6,33.5,621,5,250,250
1073012908,156702,-86.8,33.4,499,1.25,250,350
1073012908,419413,-86.8,33.4,2465,5,190,190
1073012908,714503,-86.8,33.4,207,2,150,200
1073012908,978144,-86.8,33.4,530,2,250,375
1073012908,1028550,-86.8,33.4,593,5,250,367
1073012908,1028574,-86.8,33.4,422,5,177,177
1073014002,124823,-87,33.4,1303,5,151,151
1073014002,124861,-87,33.4,353,2,33.3,70
1073014002,131146,-87,33.4,1424,1.5,93.2,85
1073014002,131699,-87,33.4,1504,2,149.6,130.4
1073014002,195637,-87,33.4,1875,5,118.9,163
1073014002,945672,-87,33.4,495,2,50,80
1077011200,716185,-87.9,34.8,455,5,250,344
1077011300,52504,-87.9,34.9,1485,2,176,176
1077011502,74028,-87.6,34.9,235,1.5,175.7,175.7
1077011502,198476,-87.6,34.9,270,5,110,110
1077011502,426670,-87.6,34.9,1232,5,172,172
1077011502,714142,-87.6,34.9,236,5,250,269.9
1077011502,945322,-87.7,34.9,809,5,107.4,107.4
1077011502,1008372,-87.6,34.9,1219,5,170,212
1077011502,1234417,-87.6,34.9,456,1.25,224,224
1077011603,1229952,-87.5,34.9,1421,2,97,120
1079979200,843451,-87.4,34.7,948,5,100,100
1079979800,946573,-87.3,34.5,401,1.5,134,134
1081041200,420493,-85.4,32.7,361,5,88.6,200
1081041800,128300,-85.2,32.7,328,1.25,140.4,150
1081041800,136252,-85.2,32.7,329,1.25,141.4,141.4
1081041800,585595,-85.2,32.7,2630,5,100,100
1081041800,837158,-85.2,32.7,370,1.5,200,200
1081041900,118879,-85.1,32.6,2435,2,206.1,128
1081042005,56485,-85.1,32.5,262,1.25,206,206
1081042005,422027,-85.1,32.5,236,5,250,250
1083020401,585276,-87.2,34.8,480,5,250,307
1083020401,586449,-87.2,34.8,3034,4,250,466.1
1083020402,433816,-87.1,34.8,512,1.5,37.3,72
1083020500,54306,-87,34.8,374,1.5,156,156
1083020500,128252,-87,34.8,296,1.25,250,301
1083020802,118652,-86.8,34.8,184,1.25,132.6,109.5
1083020802,585795,-86.8,34.8,3735,5,250,525
1083020802,586419,-86.8,34.8,253,2,250,350
1083021200,121296,-86.8,34.7,236,1.25,173.8,158
1083021200,1229650,-86.8,34.7,396,1.25,147,147
1087231400,1235862,-85.5,32.5,410,2,144,199
1087232200,499594,-85.9,32.4,237,5,100,100
1087232200,1229596,-86,32.4,475,1.25,250,254.8
1089000403,201958,-86.6,34.8,752,5,70,100
1089000403,715000,-86.6,34.8,898,5,102.5,135.117
1089000403,715160,-86.6,34.8,410,1,85,121
1089000403,960735,-86.6,34.8,358,1,88,88
1089000403,977188,-86.6,34.8,552,1.25,250,250
1089000403,1235264,-86.6,34.8,459,5,46,77.4
1089000403,1236580,-86.6,34.8,780,5,116.3,116.3
1089001402,138859,-86.7,34.7,335,2,183.7,82.9
1089001402,715955,-86.7,34.7,663,1.25,166.3,166.324
1089001402,1235991,-86.7,34.7,444,1.25,250,275
1089002501,33410,-86.6,34.7,708,5,100,217
1089002501,35985,-86.6,34.7,1526,5,245,245
1089002501,149037,-86.6,34.7,1010,2,231.3,231.3
1089002501,200154,-86.6,34.7,580,2,244,244
1089002501,201952,-86.6,34.7,589,5,65,65
1089002501,202116,-86.6,34.7,618,5,65,65
1089002501,421774,-86.6,34.7,476,1.25,250,320
1089002501,422087,-86.6,34.7,228,1.25,129,125
1089002501,498134,-86.6,34.7,7599,1.5,250,463
1089002501,586194,-86.6,34.7,1445,3,155,300
1089002501,710584,-86.6,34.7,2358,2,250,249.5
1089002501,712581,-86.6,34.7,428,1.25,153,153
1089002501,715057,-86.6,34.7,959,5,110.7,110.705
1089002501,716640,-86.6,34.7,602,1,88,88
1089002501,774491,-86.6,34.7,374,5,48.5,162.6
1089002501,839697,-86.6,34.7,1674,5,250,250
1089002501,1234123,-86.6,34.7,220,1.5,48,258.8
1089002501,1234989,-86.6,34.7,295,1.25,155,192
1089002501,1234999,-86.6,34.7,519,1.5,37.5,127.4
1089002501,1235526,-86.6,34.7,333,5,130,127
1089002501,1235580,-86.6,34.7,647,1.25,137,137
1089002501,1235886,-86.6,34.7,535,1,100,100
1089002501,1236083,-86.6,34.7,612,2,184.1,184.1
1089002501,1236114,-86.6,34.7,628,1.25,124,124
1089002501,1236225,-86.6,34.7,538,5,55.1,145
1089002501,1236330,-86.6,34.7,882,2,111.3,111.3
1089002501,1236392,-86.6,34.7,1297,2,195,195
1089002501,1236720,-86.6,34.7,708,5,77.2,101
1089010100,586420,-86.4,34.8,157,5,135,135
1089010100,1236142,-86.4,34.8,421,1.25,172.8,172.8
1089010100,1236261,-86.4,34.8,237,1.25,190.4,190.4
1089010100,1236320,-86.4,34.8,954,5,40,70
1089010621,201598,-86.7,34.8,313,5,220,220
1089010621,1236820,-86.7,34.8,281,1.25,181,181
1089010701,118792,-86.6,34.9,281,1.25,250,233
1089010701,774630,-86.6,34.9,763,1.5,85,85
1089010701,1008853,-86.6,34.9,518,5,67,67
1089010800,24429,-86.5,34.8,1014,1.25,250,306
1089010800,716135,-86.5,34.8,351,5,250,315
1089010800,790000,-86.5,34.8,2796,5,247.5,247.5
1089010800,1233039,-86.5,34.8,298,2,250,250
1089010800,1234462,-86.5,34.8,286,1.25,250,250
1089010901,585788,-86.5,34.7,561,2,42.8,250
1089010901,716534,-86.5,34.7,523,2,213.3,213.281
1089010901,716830,-86.5,34.7,620,2,46.3,251.239
1089010901,1235225,-86.5,34.7,449,2,250,290.11
1089010902,585230,-86.4,34.7,244,5,169,169
1089010902,716661,-86.4,34.7,1459,1.25,250,362.028
1089010902,1236218,-86.4,34.7,911,5,225,219
1089011100,22557,-86.6,34.6,411,5,210,210
1089011100,119165,-86.6,34.6,550,1.25,250,216.361
1089011100,137262,-86.6,34.6,404,1.25,250,110
1089011100,143513,-86.6,34.6,315,1.25,137.9,107
1089011100,199570,-86.6,34.6,403,1.25,146,146
1089011100,202068,-86.6,34.6,195,1,100,100
1089011100,422018,-86.6,34.6,333,5,100,150
1089011100,428350,-86.6,34.6,496,5,200,200
1089011100,431642,-86.6,34.6,523,1.25,250,250
1089011100,712050,-86.6,34.6,293,1.5,46.6,158
1089011100,714447,-86.6,34.6,475,1.25,250,630
1089011100,715871,-86.6,34.6,425,1.25,229,228.324
1089011100,716475,-86.6,34.6,802,1.25,250,289.871
1089011100,836864,-86.6,34.6,244,1.25,150,150
1089011100,943793,-86.6,34.6,499,1.25,191.7,157.5
1089011100,1230067,-86.6,34.6,459,1.25,250,270
1089011100,1230112,-86.6,34.6,524,1.25,220,220
1089011100,1233942,-86.6,34.6,526,5,150,202.6
1089011100,1236047,-86.6,34.6,619,1.25,250,250
1089011300,16607,-86.5,34.5,984,5,250,305
1089011300,35137,-86.5,34.6,474,1.25,248.1,205
1089011300,44651,-86.5,34.6,257,1.25,169,169
1089011300,156907,-86.5,34.6,340,5,208,208
1089011300,201137,-86.5,34.6,311,1.25,114,114
1089011300,433513,-86.4,34.6,372,1,38.6,65
1089011300,715984,-86.4,34.6,230,1.25,165,165
1089011300,716506,-86.5,34.6,1087,2,125,125
1089011300,716585,-86.5,34.6,598,1.25,154.3,154.3
1089011300,1231313,-86.4,34.6,1041,2,94.8,163
1089011300,1235150,-86.5,34.6,472,2,50,138.2
1089011300,1236297,-86.5,34.6,257,2,250,250
1089011300,1236563,-86.4,34.6,1806,2,231.3,231.3
1089011400,716429,-86.4,34.5,617,2,68.9,68.874
1091972900,1236360,-87.8,32.5,387,1.25,200,200
1095030100,1232387,-86.1,34.5,159,2,85.8,184.1
1095030801,155664,-86.2,34.3,645,5,60,60
1097001902,45817,-88.1,30.6,1357,2,125,125
1097001902,73577,-88.1,30.6,255,2,79,79
1097001902,73579,-88.1,30.6,412,2,69.1,69.1
1097001902,74159,-88.1,30.6,246,5,125,129
1097001902,75924,-88.1,30.6,1058,1.5,70,70
1097001902,77035,-88.1,30.6,220,2,79,79
1097001902,77563,-88.1,30.6,1454,5,165,165
1097001902,196732,-88.1,30.6,1355,1.5,100,100
1097001902,197756,-88.1,30.6,257,5,250,300
1097001902,376578,-88.1,30.6,528,1.25,250,250
1097001902,417696,-88.1,30.6,528,1.25,250,250
1097001902,417697,-88.1,30.6,581,1.25,250,250
