cen_tract,id,longitude,latitude,prem,t_ded,tcov,value
22103040202,866786,-90.1,30.5,259,5,134.5,134.5
22103040202,968002,-90.1,30.5,201,5,100,600
22103040202,968092,-90.1,30.5,484,1.25,120,120
22103040202,984893,-90.1,30.5,378,2,130,140
22103040202,1010093,-90.1,30.5,386,2,250,250
22103040202,1049045,-90.1,30.5,577,1.25,215,215
22103040202,1049188,-90.1,30.5,331,2,250,250
22103040202,1049406,-90.1,30.5,411,2,235,235
22103040202,1230907,-90.1,30.5,479,1.25,250,263
22103040202,1231157,-90.1,30.5,918,1.25,250,1000
22103040202,1231868,-90.1,30.5,464,2,125,125
22103040202,1233108,-90.1,30.5,364,1.25,200,211.3
22103040202,1233476,-90.1,30.5,286,5,200,200
22103040202,1234088,-90.1,30.5,392,1.25,237,237
22103040202,1236857,-90.1,30.5,433,1.25,250,250
22103040304,25346,-90.1,30.4,365,2,230,470
22103040304,25347,-90.1,30.4,174,2,80,80
22103040304,48249,-90.1,30.4,882,1.25,250,330
22103040304,50978,-90.1,30.4,409,1.25,250,259
22103040304,76488,-90.1,30.4,765,1.25,250,338
22103040304,107441,-90.1,30.4,2689,2,250,178
22103040304,107593,-90.1,30.4,578,1.25,250,150
22103040304,116508,-90.1,30.4,449,1.25,250,239
22103040304,122015,-90.1,30.4,227,1.25,213,160
22103040304,131725,-90.1,30.4,530,5,250,295
22103040304,150130,-90.1,30.4,680,1.25,220,200
22103040304,152208,-90.1,30.4,310,5,250,1750
22103040304,195516,-90.1,30.4,404,1.25,250,729
22103040304,195642,-90.1,30.4,399,2,250,607
22103040304,196155,-90.1,30.4,461,1.25,155,155
22103040304,197524,-90.1,30.4,1097,1.25,250,900
22103040304,197553,-90.1,30.4,449,1.25,250,1422
22103040304,197636,-90.1,30.4,449,1.25,250,600
22103040304,200920,-90.1,30.4,396,3,170,241
22103040304,201016,-90.1,30.4,382,2,250,529
22103040304,202305,-90.1,30.4,585,1.25,250,1698
22103040304,421315,-90.1,30.4,560,1.25,250,280
22103040304,421372,-90.1,30.4,251,1.25,250,300
22103040304,423557,-90.1,30.4,1023,5,172,219
22103040304,424127,-90.1,30.4,329,1.25,186,186
22103040304,426057,-90.1,30.4,467,2,250,250
22103040304,426153,-90.1,30.4,256,1.25,250,250
22103040304,427249,-90.1,30.4,908,3,250,250
22103040304,427674,-90.1,30.4,975,5,150,150
22103040304,427912,-90.1,30.4,562,2,250,250
22103040304,428629,-90.1,30.4,424,1.25,250,370
22103040304,428723,-90.1,30.4,702,1.25,250,250
22103040304,429114,-90.1,30.4,404,1.25,250,250
22103040304,429874,-90.1,30.4,217,5,144.6,144.6
22103040304,429961,-90.1,30.4,585,1.25,250,331
22103040304,431094,-90.1,30.4,320,1.25,183,183
22103040304,431443,-90.1,30.4,775,5,127.7,127.7
22103040304,433244,-90.1,30.4,204,5,250,320
22103040304,433422,-90.1,30.4,239,2,250,420
22103040304,433600,-90.1,30.4,409,1.25,250,692
22103040304,438028,-90.1,30.4,585,1.25,250,520
22103040304,438083,-90.1,30.4,481,1.25,250,250
22103040304,438126,-90.1,30.4,1137,5,190,190
22103040304,438301,-90.1,30.4,479,1.25,200,180
22103040304,438326,-90.1,30.4,173,1.25,132,132
22103040304,438397,-90.1,30.4,281,1.25,250,437
22103040304,496348,-90.1,30.4,552,2,250,230
22103040304,496464,-90.1,30.4,569,1.25,172,172
22103040304,497051,-90.1,30.4,577,1.25,250,260
22103040304,497763,-90.1,30.4,585,1.25,250,283
22103040304,502136,-90.1,30.4,263,1.25,142,142
22103040304,519791,-90.1,30.4,2324,5,250,250
22103040304,519857,-90.1,30.4,2860,2,250,328
22103040304,519860,-90.1,30.4,839,5,250,258
22103040304,519892,-90.1,30.4,327,1.25,171,171
22103040304,519905,-90.1,30.4,863,5,117,130
22103040304,519921,-90.1,30.4,1097,1.25,250,301
22103040304,520060,-90.1,30.4,294,1.25,175,175
22103040304,520073,-90.1,30.4,1201,1.25,130,130
22103040304,520108,-90.1,30.4,1100,5,168,168
22103040304,520181,-90.1,30.4,409,1.25,250,355
22103040304,578923,-90.1,30.4,585,1.25,250,500
22103040304,579466,-90.1,30.4,409,1.25,250,349
22103040304,580269,-90.1,30.4,168,1.25,125,125
22103040304,712227,-90.1,30.4,1227,1.25,130,130
22103040304,712395,-90.1,30.4,449,1.25,250,560
22103040304,713733,-90.1,30.4,494,1.25,250,250
22103040304,713930,-90.1,30.4,239,2,250,260
22103040304,715528,-90.1,30.4,1664,2,176,170
22103040304,716772,-90.1,30.4,256,1.25,250,685
22103040304,774339,-90.1,30.4,1097,1.25,250,250
22103040304,776936,-90.1,30.4,212,4,179.6,179.6
22103040304,777181,-90.1,30.4,227,5,163,163
22103040304,866006,-90.1,30.4,449,1.25,250,250
22103040304,866191,-90.1,30.4,494,1.25,250,408.1
22103040304,866337,-90.1,30.4,753,1.25,250,278
22103040304,866359,-90.1,30.4,354,1.25,250,353
22103040304,866362,-90.1,30.4,288,1.25,150,166.2
22103040304,866601,-90.1,30.4,256,1.25,250,275
22103040304,968387,-90.1,30.4,236,5,250,350
22103040304,968436,-90.1,30.4,237,5,250,425
22103040304,969958,-90.1,30.4,525,5,250,554
22103040304,984949,-90.1,30.4,1384,1.5,250,376.8
22103040304,984950,-90.1,30.4,700,2,67,67
22103040304,985021,-90.1,30.4,360,1.25,250,250
22103040304,1024425,-90.1,30.4,252,1.25,250,250
22103040304,1024534,-90.1,30.4,1466,3,192.4,172
22103040304,1024756,-90.1,30.4,585,1.25,250,840
22103040304,1024990,-90.1,30.4,705,1.25,250,320
22103040304,1025137,-90.1,30.4,449,1.25,250,600
22103040304,1048663,-90.1,30.4,582,1.25,220,220
22103040304,1048733,-90.1,30.4,252,1.25,125,130
22103040304,1048738,-90.1,30.4,409,1.25,250,601
22103040304,1048844,-90.1,30.4,311,1.25,170,170
22103040304,1048883,-90.1,30.4,1738,5,210,220
22103040304,1049120,-90.1,30.4,477,5,150,250
22103040304,1049197,-90.1,30.4,650,1.25,215,215
22103040304,1049424,-90.1,30.4,480,5,250,350
22103040304,1049498,-90.1,30.4,342,1.25,250,250
22103040304,1049555,-90.1,30.4,279,2,138,138
22103040304,1049616,-90.1,30.4,1124,3,175,175
22103040304,1049635,-90.1,30.4,252,1.25,250,400
22103040304,1229986,-90.1,30.4,2449,2,150,348
22103040304,1231082,-90.1,30.4,404,1.25,250,300
22103040304,1232151,-90.1,30.4,234,2,150,150
22103040304,1233699,-90.1,30.4,528,1.25,250,300
22103040304,1236891,-90.1,30.4,494,1.25,250,250
22103040305,24377,-90.2,30.4,504,1.25,250,418
22103040305,27210,-90.2,30.5,230,1.25,218,218
22103040305,56452,-90.2,30.5,488,1.25,250,254
22103040305,75203,-90.2,30.4,1609,5,250,422
22103040305,113229,-90.2,30.5,363,1.25,137.9,114
22103040305,140191,-90.2,30.5,1275,1.25,207.8,115
22103040305,195937,-90.2,30.4,482,2,250,250
22103040305,196154,-90.2,30.4,877,1.25,250,1155
22103040305,196498,-90.2,30.5,1356,1.25,250,250
22103040305,197899,-90.2,30.5,1378,1.25,157,157
22103040305,197913,-90.2,30.5,864,5,175,175
22103040305,198959,-90.2,30.5,1088,1.25,193,193
22103040305,199036,-90.2,30.5,382,2,250,519
22103040305,199053,-90.2,30.4,678,1.5,250,487
22103040305,199313,-90.2,30.4,464,5,250,400
22103040305,201611,-90.2,30.4,504,1.25,250,309
22103040305,419137,-90.2,30.5,377,1.25,207,207
22103040305,422021,-90.2,30.4,385,5,250,250
22103040305,423277,-90.2,30.5,878,1.25,130,130
22103040305,423334,-90.2,30.4,328,1.25,150,150
22103040305,423679,-90.2,30.4,1034,1.25,250,250
22103040305,424209,-90.2,30.5,824,5,250,250
22103040305,425588,-90.2,30.5,377,1.25,175,178.4
22103040305,425929,-90.2,30.4,526,1.25,250,875
22103040305,426615,-90.2,30.4,351,1.25,250,250
22103040305,427929,-90.2,30.5,981,2,250,250
22103040305,428233,-90.2,30.5,1034,1.25,250,335
22103040305,428302,-90.2,30.4,204,5,250,250
22103040305,429006,-90.2,30.5,275,1.25,150,150
22103040305,429009,-90.2,30.5,214,1.25,150,150
22103040305,429011,-90.2,30.5,275,1.25,150,150
22103040305,429021,-90.2,30.4,1032,1.25,248.8,250
22103040305,429149,-90.2,30.5,275,1.25,150,150
22103040305,429515,-90.2,30.5,327,1.5,220,220
22103040305,429788,-90.2,30.5,351,1.25,250,474
22103040305,429814,-90.2,30.4,351,1.25,250,625
22103040305,430468,-90.2,30.5,339,1.25,125,155
22103040305,431441,-90.2,30.4,1034,1.25,250,350
22103040305,431528,-90.2,30.5,275,1.25,150,150
22103040305,431529,-90.2,30.5,437,1.25,150,150
22103040305,431530,-90.2,30.5,214,1.25,150,150
22103040305,432313,-90.2,30.4,1100,5,137,137
22103040305,433348,-90.2,30.5,1034,1.25,250,250
22103040305,433611,-90.2,30.5,1034,1.25,250,450
22103040305,438034,-90.2,30.4,504,1.25,250,500
22103040305,438133,-90.2,30.4,352,1.25,250,412
22103040305,496076,-90.2,30.5,167,5,185,185
22103040305,498522,-90.2,30.5,373,5,240,240
22103040305,502128,-90.2,30.5,1356,1.25,250,250
22103040305,519987,-90.2,30.5,668,1.25,233,233
22103040305,520228,-90.2,30.5,738,5,150,150
22103040305,520238,-90.2,30.5,1258,1.25,169.5,169.5
22103040305,709739,-90.2,30.4,504,1.25,250,250
22103040305,709762,-90.2,30.4,1426,2,250,300
22103040305,712056,-90.2,30.4,433,1.25,250,340
22103040305,712162,-90.2,30.5,371,1.25,200,200
22103040305,712771,-90.2,30.5,824,5,250,250
22103040305,713385,-90.2,30.4,1126,2,130,130
22103040305,713593,-90.2,30.5,404,1.25,250,250
22103040305,714756,-90.2,30.5,281,5,250,250
22103040305,714918,-90.2,30.5,352,1.25,250,250
22103040305,866472,-90.2,30.5,899,1.25,125,125
22103040305,866961,-90.2,30.4,281,5,250,493
22103040305,968232,-90.2,30.4,334,2,250,850
22103040305,968235,-90.2,30.4,1522,5,165.6,166.5
22103040305,968351,-90.2,30.4,352,1.25,250,250
22103040305,984835,-90.2,30.5,1176,3,250,276
22103040305,1024748,-90.2,30.4,628,2,250,264
22103040305,1028514,-90.2,30.5,270,1,78.3,78.3
22103040305,1028515,-90.2,30.5,270,1,78.2,76.2
22103040305,1049133,-90.2,30.5,451,1.25,200,180
22103040305,1049134,-90.2,30.5,451,1.25,200,150
22103040305,1049425,-90.2,30.5,169,1.5,130,250
22103040305,1231797,-90.2,30.5,252,1.25,250,250
22103040305,1235458,-90.2,30.4,1356,1.25,250,441.4
22103040305,1235799,-90.2,30.5,252,1.25,250,250
22103040701,54574,-90,30.4,981,1.25,201,201
22103040701,75245,-90,30.4,215,1.25,150,204
22103040701,75702,-90,30.4,723,1.25,52.4,131.5
22103040701,149088,-90,30.4,3482,1.25,122,122
22103040701,420312,-90,30.4,1203,2,175,175
22103040701,421009,-90,30.4,1003,1.25,156.8,156.8
22103040701,427678,-90,30.4,1192,1.5,165,165
22103040701,427908,-90,30.4,782,5,200,200
22103040701,427954,-90,30.4,263,1.25,110,110
22103040701,433708,-90,30.4,702,1.25,250,250
22103040701,496207,-90,30.4,494,1.25,250,220
22103040701,496837,-90,30.4,504,1.25,250,330
22103040701,498100,-90,30.4,1214,1.25,165,165
22103040701,520042,-90,30.4,1233,1.25,128,128
22103040701,520204,-90,30.4,747,5,160,160
22103040701,711215,-90,30.4,769,5,120,150
22103040701,711339,-90,30.4,756,5,170,170
22103040701,713636,-90,30.4,1161,2,208,208
22103040701,866430,-90,30.4,969,1.25,103,103
22103040701,968171,-90,30.4,256,1.25,120,120.111
22103040701,968287,-90,30.4,269,1.25,125,125
22103040701,1010052,-90,30.4,596,1.25,179,188
22103040701,1024779,-90,30.4,172,1.25,130,130
22103040701,1024848,-90,30.4,405,2,250,277
22103040701,1025026,-90,30.4,449,1.25,250,256
22103040701,1048498,-90,30.4,1140,2,152,152
22103040701,1048739,-90,30.4,603,1.25,175.7,150
22103040701,1049094,-90,30.4,773,5,190,190
22103040701,1049260,-90,30.4,1163,1.25,130,140
22103040704,43095,-89.8,30.4,286,1.5,156,156
22103040704,429521,-89.8,30.4,897,2,121,121
22103040704,711375,-89.8,30.4,398,1.25,150,160
22103040704,714088,-89.8,30.4,1057,2,132,150
22103040704,716095,-89.8,30.4,337,1,92,110
22103040704,775813,-89.8,30.4,1148,1.5,144,144
22103040704,1233400,-89.8,30.4,957,5,200,200
22103040706,76047,-89.7,30.3,478,1.25,242,267
22103040706,111424,-89.7,30.3,504,1.25,250,186
22103040706,117868,-89.7,30.3,404,1.25,250,250
22103040706,118683,-89.7,30.3,218,2,171.6,100
22103040706,132208,-89.7,30.3,244,1,98.1,120
22103040706,137096,-89.7,30.3,504,1.25,250,250
22103040706,142623,-89.7,30.3,479,1.25,250,125
22103040706,198758,-89.7,30.3,876,2,82,154
22103040706,421572,-89.7,30.3,368,2,212,212
22103040706,422533,-89.7,30.3,758,5,108,108
22103040706,422838,-89.7,30.3,404,1.25,250,250
22103040706,429020,-89.7,30.3,635,1.25,180,180
22103040706,429804,-89.7,30.3,1030,5,232.4,227
22103040706,430296,-89.7,30.3,682,1.25,250,252
22103040706,433102,-89.7,30.3,377,3,250,250
22103040706,437850,-89.7,30.3,449,1.25,250,250
22103040706,498841,-89.7,30.3,411,2,250,250
22103040706,520208,-89.7,30.3,642,1.25,250,340
22103040706,579013,-89.7,30.3,1326,2,250,300
22103040706,710732,-89.7,30.3,1097,1.25,250,750
22103040706,711439,-89.7,30.3,494,1.25,250,367
22103040706,711702,-89.7,30.3,494,1.25,250,250
22103040706,715244,-89.7,30.3,323,2,230,230
22103040706,946748,-89.7,30.3,971,5,146,146
22103040706,1008432,-89.7,30.3,354,1.25,150,150
22103040706,1048933,-89.7,30.3,411,2,250,350
22103040706,1049431,-89.7,30.3,549,1.25,235,230
22103040706,1233487,-89.7,30.3,337,1.25,103,103.3
22103040708,78004,-89.6,30.2,1805,5,190,190
22103040708,78011,-89.6,30.2,1269,5,135,135
22103040708,118875,-89.7,30.2,393,1.25,250,100
22103040708,121661,-89.6,30.2,389,1.25,250,150
22103040708,427288,-89.7,30.2,392,1.5,203.5,203.5
22103040708,437568,-89.7,30.2,682,1.25,250,250
22103040708,579107,-89.6,30.2,704,5,50,60
22103040708,711024,-89.7,30.2,739,5,60,150
22103040708,775400,-89.7,30.2,290,1.25,240,240
22103040708,1049007,-89.7,30.2,886,1.25,142,145
22103040708,1229598,-89.6,30.2,494,1.25,205,205
22103041103,16713,-89.8,30.3,617,5,250,256
22103041103,18829,-89.8,30.3,1145,2,124,187
22103041103,48028,-89.8,30.3,587,1.25,110,210
22103041103,73981,-89.8,30.3,345,1.25,161.2,161.2
22103041103,74504,-89.8,30.3,269,1.25,120,166
22103041103,74766,-89.8,30.3,646,5,100,100
22103041103,75648,-89.8,30.3,564,1.5,50,80
22103041103,76028,-89.8,30.3,378,1.25,53.1,107
22103041103,76175,-89.8,30.3,725,2,70,101
22103041103,77607,-89.8,30.3,1658,2,213,213
22103041103,80780,-89.8,30.3,1615,2,150,150
22103041103,103304,-89.8,30.3,1213,1.25,124.6,80
22103041103,103339,-89.8,30.3,1253,5,137,106
22103041103,106309,-89.8,30.3,1326,2,250,140
22103041103,110856,-89.8,30.3,1021,1.25,202.1,116
22103041103,112930,-89.8,30.3,369,1.25,250,181
22103041103,113467,-89.8,30.3,456,1,94.6,87
22103041103,115481,-89.8,30.3,1047,1.25,197,95
22103041103,117839,-89.8,30.3,760,5,90,100
22103041103,120890,-89.8,30.3,924,2,125,125
22103041103,121143,-89.8,30.3,1079,1,77,75
22103041103,128212,-89.8,30.3,1359,2,100,111
22103041103,135102,-89.8,30.3,1802,5,186,186
22103041103,141667,-89.8,30.3,428,2,168,120
22103041103,142950,-89.8,30.3,1234,2,130.5,91
22103041103,143447,-89.8,30.3,1164,2,100,100
22103041103,148560,-89.8,30.3,385,2,186.3,192.4
22103041103,149313,-89.8,30.3,397,1.5,37.6,245
22103041103,152792,-89.8,30.3,452,2,150,150
22103041103,153153,-89.8,30.3,830,5,100,144
22103041103,153712,-89.8,30.3,1781,2,175,175
22103041103,197613,-89.8,30.3,809,2,80,100
22103041103,200992,-89.8,30.3,222,5,150,350
22103041103,419021,-89.8,30.3,1270,5,212,212
22103041103,419359,-89.8,30.3,1184,5,150,172
22103041103,419882,-89.8,30.3,369,5,125,125
22103041103,420430,-89.8,30.3,1151,2,125,125
22103041103,421082,-89.8,30.3,549,1.25,125,125
22103041103,421272,-89.8,30.3,827,5,150,150
22103041103,421441,-89.8,30.3,1063,1.25,130,130
22103041103,421825,-89.8,30.3,1799,4,207,207
22103041103,422002,-89.8,30.3,343,1.25,128,128
22103041103,422031,-89.8,30.3,999,2,109,136
22103041103,422399,-89.8,30.3,1214,2,209,209
22103041103,422433,-89.8,30.3,1110,2,110,110
22103041103,422461,-89.8,30.3,1207,1.25,112,112
22103041103,422907,-89.8,30.3,258,1.25,125,125
22103041103,423265,-89.8,30.3,395,1.25,155,155
22103041103,423757,-89.8,30.3,838,1.5,80,100
22103041103,424276,-89.8,30.3,1012,1.25,125,125
22103041103,424537,-89.8,30.3,608,3,60,60
22103041103,424601,-89.8,30.3,912,3,85,85
22103041103,425320,-89.8,30.3,1177,2,120,120
22103041103,425907,-89.8,30.3,1239,2,159,159
22103041103,427119,-89.8,30.3,979,1.25,185,185
22103041103,427329,-89.8,30.3,122,5,101,101
22103041103,427342,-89.8,30.3,131,5,119,119
22103041103,427407,-89.8,30.3,606,1.25,250,250
22103041103,427457,-89.8,30.3,137,5,130,130
22103041103,427531,-89.8,30.3,326,1.25,200,200
22103041103,427777,-89.8,30.3,1036,5,170,170
22103041103,427887,-89.8,30.3,306,1,50,110
22103041103,428113,-89.8,30.3,1208,2,130,130
22103041103,428155,-89.8,30.3,237,2,131,131
22103041103,428169,-89.8,30.3,485,5,71.2,71.2
22103041103,428208,-89.8,30.3,144,5,142,142
22103041103,428541,-89.8,30.3,404,1.25,250,584
22103041103,428543,-89.8,30.3,1854,2,167.9,167.9
22103041103,428653,-89.8,30.3,286,1.25,125,125
22103041103,428784,-89.8,30.3,121,5,100,100
22103041103,429062,-89.8,30.3,165,5,61.2,114
22103041103,429886,-89.8,30.3,335,5,45.5,130
22103041103,430065,-89.8,30.3,1614,2,150,150
22103041103,430198,-89.8,30.3,905,2,110,110
22103041103,431044,-89.8,30.3,815,5,108,125
22103041103,431670,-89.8,30.3,1230,2,125.4,125.4
22103041103,432032,-89.8,30.3,336,1.25,125,125
22103041103,432682,-89.8,30.3,1014,2,125,125
22103041103,432953,-89.8,30.3,183,1.25,146.2,146.2
22103041103,432986,-89.8,30.3,439,2,40,140
22103041103,433095,-89.8,30.3,400,1,100,100
22103041103,434081,-89.8,30.3,1085,2,115,120
22103041103,434099,-89.8,30.3,238,1,89,89
22103041103,434277,-89.8,30.3,751,1.5,70,70
22103041103,437569,-89.8,30.3,631,1.25,234.7,234.7
22103041103,437847,-89.8,30.3,1406,1.25,250,250
22103041103,437848,-89.8,30.3,445,1.25,219.7,219.7
22103041103,437849,-89.8,30.3,1054,2,112.8,112.8
22103041103,437851,-89.8,30.3,1923,2,180.1,180.1
22103041103,437854,-89.8,30.3,585,1.25,250,250
22103041103,502066,-89.8,30.3,936,1.5,82.5,136
22103041103,519752,-89.8,30.3,760,1,50,103
