cen_tract,longitude,latitude,prem,building,t_ded,med_income
12081002003,-82.5,27.5,663,1,1.25,44928
12081002003,-82.5,27.5,539,1,3,44928
12081002003,-82.5,27.5,663,1,1.25,44928
12081002003,-82.5,27.5,436,1,1.25,44928
12081002003,-82.5,27.5,408,1,1.25,44928
12081002003,-82.5,27.5,663,1,1.25,44928
12081002003,-82.5,27.5,556,1,1.25,44928
12081002007,-82.3,27.4,585,1,5,76827
12081002007,-82.3,27.4,489,1,5,76827
12081002007,-82.3,27.4,728,2,5,76827
12081002010,-82.2,27.3,344,1,1.25,54879
12081002010,-82.2,27.3,470,1,1.25,54879
12081002014,-82.4,27.5,356,1,1.25,83266
12081002014,-82.4,27.5,222,2,1.25,83266
12081002014,-82.4,27.5,622,1,1.25,83266
12081002014,-82.4,27.5,382,1,1.25,83266
12081002014,-82.4,27.5,277,2,5,83266
12081002014,-82.4,27.5,222,1,1.25,83266
12081002014,-82.4,27.5,433,1,1.25,83266
12081002014,-82.4,27.5,356,1,1.25,83266
12081002014,-82.4,27.5,476,1,5,83266
12081002014,-82.4,27.5,306,1,1.5,83266
12081002014,-82.4,27.5,356,1,1.25,83266
12081002014,-82.4,27.5,226,2,1.25,83266
12081002014,-82.4,27.5,357,1,1.25,83266
12081002014,-82.4,27.5,357,1,1.25,83266
12081002014,-82.4,27.5,170,1,5,83266
12081002014,-82.4,27.5,620,1,1.25,83266
12081002014,-82.4,27.5,152,1,5,83266
12081002014,-82.4,27.5,177,2,5,83266
12081002014,-82.4,27.5,595,2,5,83266
12081002014,-82.4,27.5,356,2,1.25,83266
12081002014,-82.4,27.5,294,1,5,83266
12081002014,-82.4,27.5,271,2,5,83266
12081002014,-82.4,27.5,248,1,1.25,83266
12081002014,-82.4,27.5,361,1,2,83266
12081002014,-82.4,27.5,277,2,5,83266
12081002014,-82.4,27.5,361,2,1.25,83266
12081002014,-82.4,27.5,382,1,1.25,83266
12081002014,-82.4,27.5,361,1,2,83266
12081002014,-82.4,27.5,190,1,5,83266
12081002014,-82.4,27.5,356,1,1.25,83266
12081002014,-82.4,27.5,177,2,5,83266
12081002014,-82.4,27.5,382,1,1.25,83266
12081002014,-82.4,27.5,349,1,1.25,83266
12081002014,-82.4,27.5,382,1,1.25,83266
12081002014,-82.4,27.5,436,1,1.25,83266
12081002014,-82.4,27.5,214,2,2,83266
12081002014,-82.4,27.5,487,2,2,83266
12081002014,-82.4,27.5,382,1,1.25,83266
12081002014,-82.4,27.5,356,1,1.25,83266
12081002016,-82.4,27.4,356,1,1.25,107396
12081002016,-82.4,27.4,352,2,1.5,107396
12081002016,-82.4,27.4,177,1,5,107396
12081002016,-82.4,27.4,391,1,1.25,107396
12081002016,-82.4,27.4,356,2,1.25,107396
12081002016,-82.4,27.4,177,4,5,107396
12081002016,-82.4,27.4,222,1,1.25,107396
12081002016,-82.4,27.4,436,1,1.25,107396
12081002016,-82.4,27.4,222,2,1.25,107396
12081002016,-82.4,27.4,225,1,4,107396
12081002016,-82.4,27.4,248,1,1.25,107396
12081002016,-82.4,27.4,222,1,1.25,107396
12081002016,-82.4,27.4,382,1,1.25,107396
12081002016,-82.4,27.4,211,1,2,107396
12081002016,-82.4,27.4,272,1,5,107396
12081002016,-82.4,27.4,356,1,1.25,107396
12081002016,-82.4,27.4,256,2,1.25,107396
12081002016,-82.4,27.4,274,1,5,107396
12083000100,-82.4,29.3,493,1,2,55443
12083000100,-82.4,29.3,929,1,1.25,55443
12083000100,-82.3,29.3,404,1,1.25,55443
12083000100,-82.3,29.4,252,1,1.25,55443
12083000100,-82.3,29.3,3694,1,2,55443
12083000200,-82.2,29.4,816,1,5,44837
12083000301,-82.2,29.3,830,1,5,45254
12083000301,-82.1,29.3,428,1,1.25,45254
12083000301,-82.1,29.3,347,1,1.5,45254
12083000301,-82.1,29.3,429,1,2,45254
12083000301,-82.2,29.3,1063,1,2,45254
12083000401,-82,29.3,295,1,3,51406
12083000401,-82,29.3,2162,1,1.25,51406
12083000402,-82.1,29.4,286,1,1.25,35634
12083000402,-82.1,29.4,857,1,5,35634
12083000402,-82.1,29.4,646,1,5,35634
12083000402,-82.1,29.4,360,1,1.25,35634
12083000402,-82,29.4,569,5,5,35634
12083000402,-82,29.5,224,5,1,35634
12083000402,-82,29.4,1172,2,5,35634
12083000402,-82,29.5,331,2,5,35634
12083000501,-81.8,29.4,188,5,1,33880
12083000501,-81.8,29.4,865,5,5,33880
12083000501,-81.8,29.4,180,5,1.25,33880
12083000501,-81.8,29.4,235,1,2,33880
12083000501,-81.9,29.4,686,5,1,33880
12083000501,-81.8,29.4,205,2,5,33880
12083000502,-81.7,29.3,266,1,1.25,24808
12083000502,-81.7,29.3,427,2,1.25,24808
12083000502,-81.8,29.3,2227,4,2,24808
12083000502,-81.7,29.3,152,1,1.25,24808
12083000601,-81.9,29.2,232,5,1.25,33074
12083000601,-81.9,29.2,269,1,5,33074
12083000701,-81.9,29,374,1,1.25,35375
12083000701,-81.9,29,449,2,1.25,35375
12083000801,-82,29,239,1,5,45907
12083000801,-82,29,439,1,2,45907
12083000801,-82,29,389,1,2,45907
12083000801,-82,29,344,1,1.25,45907
12083000902,-82.1,29,824,2,5,43010
12083000902,-82.1,29,1184,2,5,43010
12083000902,-82.1,29,739,1,5,43010
12083001003,-82.3,29,513,1,2,31959
12083001003,-82.3,29,589,2,5,31959
12083001003,-82.3,29,1048,1,5,31959
12083001006,-82.2,29.1,520,1,1,46859
12083001006,-82.2,29.1,421,1,4,46859
12083001006,-82.2,29.1,421,1,4,46859
12083001006,-82.2,29.1,485,1,1.25,46859
12083001006,-82.2,29.1,1878,2,5,46859
12083001006,-82.2,29.1,3344,1,5,46859
12083001006,-82.2,29.1,454,1,1.25,46859
12083001006,-82.2,29.1,270,1,1.25,46859
12083001006,-82.2,29.1,803,1,5,46859
12083001006,-82.2,29.1,183,1,5,46859
12083001006,-82.2,29.1,415,1,5,46859
12083001006,-82.2,29.1,185,1,1.25,46859
12083001006,-82.2,29.1,976,1,5,46859
12083001006,-82.2,29.1,1176,1,3,46859
12083001006,-82.2,29.1,342,1,1.25,46859
12083001006,-82.2,29.1,1326,1,2,46859
12083001006,-82.2,29.1,610,1,1.5,46859
12083001006,-82.2,29.1,655,1,1.25,46859
12083001006,-82.2,29.1,347,1,1.5,46859
12083001207,-82,29.1,824,2,5,41702
12083001207,-82,29.1,348,1,5,41702
12083001207,-82,29.1,332,1,1.25,41702
12083001207,-82,29.1,306,1,1.25,41702
12083001207,-82,29.1,393,1,1.5,41702
12083001302,-82,29.2,352,1,1.25,48786
12083001302,-82,29.2,442,1,1.25,48786
12083001302,-82,29.2,320,5,1,48786
12083001302,-82,29.2,283,1,1.25,48786
12083002002,-82.1,29.2,471,1,2,33133
12083002002,-82.1,29.2,1158,1,2,33133
12083002002,-82.1,29.2,544,1,2,33133
12083002002,-82.1,29.2,618,1,2,33133
12083002002,-82.1,29.2,416,1,1.25,33133
12083002002,-82.1,29.2,880,1,5,33133
12083002002,-82.1,29.2,429,1,2,33133
12083002002,-82.1,29.2,168,2,5,33133
12083002002,-82.1,29.2,507,2,3,33133
12083002002,-82.1,29.2,1002,1,2,33133
12083002002,-82.1,29.2,159,1,1,33133
12083002402,-82.1,29.1,319,5,1,52188
12083002402,-82.1,29.1,810,1,5,52188
12083002402,-82.1,29.1,726,1,2,52188
12083002402,-82.1,29.1,935,1,5,52188
12083002402,-82.1,29.1,1048,1,2,52188
12083002402,-82.1,29.1,565,1,1.5,52188
12083002402,-82.1,29.1,869,1,2,52188
12083002504,-82.2,29.2,454,1,1.25,40152
12083002504,-82.2,29.2,449,2,5,40152
12083002601,-82.4,29.2,1125,1,2,38326
12083002601,-82.4,29.2,559,1,1.25,38326
12083002602,-82.3,29.2,352,1,1.25,33236
12083002602,-82.3,29.2,333,1,5,33236
12083002602,-82.3,29.2,580,1,2,33236
12083002602,-82.3,29.2,367,1,5,33236
12083002602,-82.3,29.2,501,1,5,33236
12083002602,-82.3,29.2,404,1,1.25,33236
12083002602,-82.3,29.2,158,1,1.25,33236
12083002602,-82.3,29.2,1136,1,5,33236
12083002602,-82.3,29.2,494,1,1.25,33236
12083002605,-82.3,29.1,315,1,5,51806
12083002605,-82.3,29.1,391,1,5,51806
12083002605,-82.3,29.1,355,1,5,51806
12083002605,-82.3,29.1,573,1,2,51806
12083002605,-82.3,29.1,470,5,1,51806
12083002605,-82.3,29.1,824,1,5,51806
12083002701,-82.5,29.1,2060,2,2,37642
12083002702,-82.4,29.1,265,1,4,41221
12083002702,-82.4,29.1,342,1,5,41221
12083002702,-82.4,29.1,811,1,1.25,41221
12085000502,-80.2,27.2,691,2,5,108750
12085000502,-80.2,27.2,310,2,5,108750
12085000502,-80.2,27.2,585,2,1.25,108750
12085000502,-80.2,27.2,1380,1,1.25,108750
12085000502,-80.2,27.2,1330,1,1.25,108750
12085000502,-80.2,27.2,367,3,4,108750
12085000502,-80.2,27.2,342,1,1.25,108750
12085000502,-80.2,27.2,494,1,1.25,108750
12085000502,-80.2,27.2,449,2,5,108750
12085000502,-80.2,27.2,585,2,1.25,108750
12085000502,-80.2,27.2,2860,1,2,108750
12085000502,-80.2,27.2,1406,1,1.25,108750
12085000502,-80.2,27.2,705,1,1.25,108750
12085000502,-80.2,27.2,1076,1,5,108750
12085000502,-80.2,27.2,449,2,5,108750
12085000502,-80.2,27.2,364,2,2,108750
12085000502,-80.2,27.2,345,3,5,108750
12085000502,-80.2,27.2,310,2,5,108750
12085000502,-80.2,27.2,314,2,5,108750
12085000502,-80.2,27.2,3344,1,5,108750
12085000502,-80.2,27.2,475,2,1.25,108750
12085000502,-80.2,27.2,585,2,1.25,108750
12085000502,-80.2,27.2,252,2,1.5,108750
12085000502,-80.2,27.2,494,1,1.25,108750
12085000502,-80.2,27.2,1188,1,3,108750
12085000502,-80.2,27.2,446,1,1.25,108750
12085000502,-80.2,27.2,665,1,2,108750
12085000502,-80.2,27.2,404,1,1.25,108750
12085000502,-80.2,27.2,404,1,1.25,108750
12085000502,-80.2,27.2,705,1,1.25,108750
12085000502,-80.2,27.2,1857,1,2,108750
12085000502,-80.2,27.2,404,2,1.25,108750
12085000502,-80.2,27.2,205,2,5,108750
12085000502,-80.2,27.2,409,2,1.25,108750
12085000502,-80.2,27.2,404,2,1.25,108750
12085000502,-80.2,27.2,446,1,5,108750
12085000502,-80.2,27.2,449,2,1.25,108750
12085000502,-80.2,27.2,839,2,5,108750
12085000502,-80.2,27.2,702,1,1.25,108750
12085000502,-80.2,27.2,312,2,5,108750
12085000502,-80.2,27.2,585,2,1.25,108750
12085000502,-80.2,27.2,702,1,1.25,108750
12085000502,-80.2,27.2,1075,1,5,108750
12085000502,-80.2,27.2,683,1,5,108750
12085000502,-80.2,27.2,404,2,1.25,108750
12085000502,-80.2,27.2,702,1,1.25,108750
12085000502,-80.2,27.2,880,1,5,108750
12085000502,-80.2,27.2,579,1,2,108750
12085000502,-80.2,27.2,434,1,1.25,108750
12085000502,-80.2,27.2,265,1,1.25,108750
12085000502,-80.2,27.2,434,1,1.25,108750
12085000502,-80.2,27.2,3877,1,5,108750
12085000502,-80.2,27.2,1264,1,2,108750
12085000502,-80.2,27.2,433,1,1.25,108750
12085000502,-80.2,27.2,354,2,1.5,108750
12085000502,-80.2,27.2,1801,1,2,108750
12085000502,-80.2,27.2,1047,2,1.25,108750
12085000502,-80.2,27.2,1044,1,5,108750
12085000502,-80.2,27.2,597,1,1.25,108750
12085000502,-80.2,27.2,399,2,1.25,108750
12085000502,-80.2,27.2,1177,1,2,108750
12085000502,-80.2,27.2,705,1,1.25,108750
12085000502,-80.2,27.2,482,2,2,108750
12085000502,-80.2,27.2,166,1,2,108750
12085000502,-80.2,27.2,273,1,5,108750
12085000502,-80.2,27.2,494,1,1.25,108750
12085000502,-80.2,27.2,693,1,1.5,108750
12085000502,-80.2,27.2,433,1,1.25,108750
12085000502,-80.2,27.2,557,1,4,108750
12085000502,-80.2,27.2,416,1,2,108750
12085000502,-80.2,27.2,2860,1,2,108750
12085000502,-80.2,27.2,754,3,2,108750
12085000502,-80.2,27.2,382,2,2,108750
12085000502,-80.2,27.2,377,1,1.25,108750
12085000502,-80.2,27.2,519,1,1.25,108750
12085000502,-80.2,27.2,382,2,2,108750
12085000502,-80.2,27.2,2860,2,2,108750
12085000502,-80.2,27.2,486,1,1.25,108750
12085000502,-80.2,27.2,2860,1,2,108750
12085000502,-80.2,27.2,1844,2,5,108750
12085000502,-80.2,27.2,932,1,5,108750
12085000502,-80.2,27.2,425,1,2,108750
12085000502,-80.2,27.2,705,1,1.25,108750
12085000502,-80.2,27.2,3662,1,2,108750
12085000606,-80.3,27.2,1469,1,5,86797
12085000606,-80.3,27.2,1097,2,1.25,86797
12085000606,-80.3,27.2,1073,1,4,86797
12085000606,-80.3,27.2,1171,1,2,86797
12085000606,-80.3,27.2,459,1,1.25,86797
12085000606,-80.3,27.2,387,1,2,86797
12085000606,-80.3,27.2,399,2,1.25,86797
12085000606,-80.3,27.2,322,1,1.25,86797
12085000606,-80.3,27.2,362,1,1.25,86797
12085000606,-80.3,27.2,266,1,1.25,86797
12085000606,-80.3,27.2,1326,1,2,86797
12085000606,-80.3,27.2,523,1,1.25,86797
12085000606,-80.3,27.2,2326,1,5,86797
12085000606,-80.3,27.2,345,2,5,86797
12085000606,-80.3,27.2,236,1,1.25,86797
12085000606,-80.3,27.2,2860,1,2,86797
12085000606,-80.3,27.2,386,2,2,86797
12085000606,-80.3,27.2,297,1,1.5,86797
12085000606,-80.3,27.2,925,1,5,86797
12085000606,-80.3,27.2,841,2,5,86797
12085000606,-80.3,27.2,439,1,3,86797
12085000606,-80.3,27.2,610,2,1.5,86797
12085000606,-80.3,27.2,1482,1,5,86797
12085000606,-80.3,27.2,705,1,1.25,86797
12085000606,-80.3,27.2,1004,1,2,86797
12085000606,-80.3,27.2,2594,1,2,86797
12085000606,-80.3,27.2,588,1,1.25,86797
12085000606,-80.3,27.2,456,1,1.25,86797
12085000606,-80.3,27.2,351,2,2,86797
12085000606,-80.3,27.2,428,1,2,86797
12085000606,-80.3,27.2,164,2,2,86797
12085000606,-80.3,27.2,388,2,1.25,86797
12085000606,-80.3,27.2,1023,1,2,86797
12085000606,-80.3,27.2,1338,2,5,86797
12085000606,-80.3,27.2,404,1,1.25,86797
12085000606,-80.3,27.2,996,1,1.25,86797
12085000606,-80.3,27.2,625,2,5,86797
12085000606,-80.3,27.2,1406,1,1.25,86797
12085000606,-80.3,27.2,612,1,2,86797
12085000606,-80.3,27.2,817,1,5,86797
12085000606,-80.3,27.2,1076,1,5,86797
12085000606,-80.3,27.2,841,2,5,86797
12085000606,-80.3,27.2,487,1,1.5,86797
12085000606,-80.3,27.2,2071,1,5,86797
12085000606,-80.3,27.2,1058,1,1.25,86797
12085000606,-80.3,27.2,918,3,1.25,86797
12085000606,-80.3,27.2,401,1,1.25,86797
12085000606,-80.3,27.2,2326,1,5,86797
12085000606,-80.3,27.2,401,1,1.25,86797
12085000606,-80.3,27.2,449,2,1.25,86797
12085000606,-80.3,27.2,252,3,1.25,86797
12085000606,-80.3,27.2,702,1,1.25,86797
12085000606,-80.3,27.2,702,1,1.25,86797
12085000606,-80.3,27.2,370,1,1.25,86797
12085000606,-80.3,27.2,585,2,1.25,86797
12085000606,-80.3,27.2,652,1,1.25,86797
12085000606,-80.3,27.2,343,2,5,86797
12085000606,-80.3,27.2,515,1,5,86797
12085000606,-80.3,27.2,1167,1,5,86797
12085000606,-80.3,27.2,434,1,1.25,86797
12085000606,-80.3,27.2,1482,1,5,86797
12085000606,-80.3,27.2,444,1,3,86797
12085000606,-80.3,27.2,996,1,1.25,86797
12085000606,-80.3,27.2,404,1,1.25,86797
12085000606,-80.3,27.2,1566,1,5,86797
12085000606,-80.3,27.2,342,1,1.25,86797
12085000606,-80.3,27.2,1844,1,5,86797
12085000606,-80.3,27.2,2542,2,5,86797
12085000606,-80.3,27.2,1289,1,2,86797
12085000606,-80.3,27.2,434,1,1.25,86797
12085000606,-80.3,27.2,636,1,1.25,86797
12085000606,-80.3,27.2,1292,1,5,86797
12085000606,-80.3,27.2,2489,1,2,86797
12085000606,-80.3,27.2,741,2,5,86797
12085000606,-80.3,27.2,585,2,1.25,86797
12085000606,-80.3,27.2,528,2,1.25,86797
12085000606,-80.3,27.2,1376,1,2,86797
12085000606,-80.3,27.2,585,2,1.25,86797
12085000606,-80.3,27.2,404,2,1.25,86797
12085000606,-80.3,27.2,494,1,1.25,86797
12085000606,-80.3,27.2,494,1,1.25,86797
12085000606,-80.3,27.2,434,1,1.25,86797
12085000606,-80.3,27.2,404,2,1.25,86797
12085000606,-80.3,27.2,500,1,5,86797
12085000606,-80.3,27.2,368,1,1,86797
12085000606,-80.3,27.2,258,1,5,86797
12085000606,-80.3,27.2,967,1,5,86797
12085000606,-80.3,27.2,1679,1,5,86797
12085000606,-80.3,27.2,652,1,1.25,86797
12085000606,-80.3,27.2,1843,2,5,86797
12085000606,-80.3,27.2,1219,1,5,86797
12085000606,-80.3,27.2,325,1,2,86797
12085000606,-80.3,27.2,309,1,2,86797
12085000606,-80.3,27.2,222,1,1.25,86797
12085000606,-80.3,27.2,445,1,1.25,86797
12085000606,-80.3,27.2,225,1,5,86797
12085000606,-80.3,27.2,424,2,1.25,86797
12085000606,-80.3,27.2,342,1,1.25,86797
12085000606,-80.3,27.2,1198,1,2,86797
12085000606,-80.3,27.2,207,1,2,86797
12085000606,-80.3,27.2,585,2,1.25,86797
12085000606,-80.3,27.2,1104,1,1.25,86797
12085000606,-80.3,27.2,396,2,2,86797
12085000606,-80.3,27.2,419,1,1.25,86797
12085000606,-80.3,27.2,1932,1,4,86797
12085000606,-80.3,27.2,363,1,1.25,86797
12085000606,-80.3,27.2,552,2,2,86797
12085000606,-80.3,27.2,2094,1,2,86797
12085000606,-80.3,27.2,224,2,1.25,86797
12085000606,-80.3,27.2,409,2,1.25,86797
12085000606,-80.3,27.2,509,1,5,86797
12085000606,-80.3,27.2,410,1,2,86797
12085000606,-80.3,27.2,1326,1,2,86797
12085000606,-80.3,27.2,470,2,1.25,86797
12085000606,-80.3,27.2,1685,1,2,86797
12085000606,-80.3,27.2,1222,1,1.25,86797
12085000606,-80.3,27.2,953,2,3,86797
12085000606,-80.3,27.2,1097,2,1.25,86797
12085000606,-80.3,27.2,555,1,5,86797
12085000606,-80.3,27.2,1406,1,1.25,86797
12085000606,-80.3,27.2,342,2,1.25,86797
12085000606,-80.3,27.2,433,1,1.25,86797
12085000606,-80.3,27.2,342,1,1.25,86797
12085000606,-80.3,27.2,404,1,1.25,86797
12085000606,-80.3,27.2,1076,1,5,86797
12085000606,-80.3,27.2,1049,1,2,86797
12085000606,-80.3,27.2,1544,1,2,86797
12085000606,-80.3,27.2,1058,2,1.25,86797
12085000606,-80.3,27.2,404,1,1.25,86797
12085000606,-80.3,27.2,550,2,1.25,86797
12085000606,-80.3,27.2,1786,1,2,86797
12085000606,-80.3,27.2,494,1,1.25,86797
12085000606,-80.3,27.2,267,1,2,86797
12085000606,-80.3,27.2,1899,1,2,86797
12085000606,-80.3,27.2,410,1,2,86797
12085000606,-80.3,27.2,582,2,2,86797
12085000606,-80.3,27.2,705,1,1.25,86797
12085000606,-80.3,27.2,433,1,1.25,86797
12085000606,-80.3,27.2,1846,1,5,86797
12085001102,-80.2,27.1,280,1,1.25,57396
12085001102,-80.2,27.1,705,1,1.25,57396
12085001102,-80.2,27.1,2626,1,5,57396
12085001102,-80.2,27.1,417,2,1.25,57396
12085001102,-80.2,27.1,320,1,5,57396
12085001102,-80.2,27.1,334,1,1.25,57396
12085001102,-80.2,27.1,1067,1,1.25,57396
12085001102,-80.2,27.1,247,1,1.25,57396
12085001102,-80.2,27.1,301,1,1.25,57396
12085001102,-80.2,27.1,664,1,1.25,57396
12085001102,-80.2,27.1,195,1,2,57396
12085001102,-80.2,27.1,525,1,1,57396
12085001102,-80.2,27.1,718,2,2,57396
12085001500,-80.1,27,226,2,1.25,75233
12085001500,-80.1,27,361,2,1.25,75233
12085001500,-80.1,27,382,1,1.25,75233
12085001500,-80.1,27,419,1,2,75233
12085001500,-80.1,27,449,2,1.25,75233
12085001500,-80.1,27,523,1,1.25,75233
12085001500,-80.1,27,409,4,2,75233
12085001500,-80.1,27,399,2,2,75233
12085001500,-80.1,27,356,1,1.25,75233
12085001500,-80.1,27,1162,2,1.25,75233
12085001500,-80.1,27,404,2,1.25,75233
12085001500,-80.1,27,619,2,1.25,75233
12085001500,-80.1,27,746,1,1.25,75233
12085001500,-80.1,27,427,1,1.25,75233
12085001500,-80.1,27,346,2,1.25,75233
12085001500,-80.1,27,396,4,1.25,75233
12085001500,-80.1,27,386,1,2,75233
12085001500,-80.1,27,382,1,1.25,75233
12085001500,-80.1,27,507,1,5,75233
12085001500,-80.1,27,409,2,1.25,75233
12085001500,-80.1,27,370,2,1.25,75233
12085001500,-80.1,27,281,1,1.25,75233
12085001500,-80.1,27,516,2,1.25,75233
12085001500,-80.1,27,348,1,1.25,75233
12085001500,-80.1,27,222,1,1.25,75233
12085001500,-80.1,27,134,1,1,75233
12085001500,-80.1,27,281,2,2,75233
12085001500,-80.1,27,1211,1,2,75233
12085001500,-80.1,27,459,1,1.25,75233
12085001500,-80.1,27,241,2,1.25,75233
12085001500,-80.1,27,356,1,1.25,75233
12085001500,-80.1,27,516,2,1.25,75233
12085001500,-80.1,27,404,1,1.25,75233
12085001500,-80.1,27,433,2,1.25,75233
12085001500,-80.1,27,585,2,1.25,75233
12085001500,-80.1,27,428,2,1.25,75233
12085001500,-80.1,27,516,2,1.25,75233
12085001500,-80.1,27,523,1,1.25,75233
12085001500,-80.1,27,404,1,1.25,75233
12085001500,-80.1,27,427,2,1.25,75233
12085001500,-80.1,27,428,2,1.25,75233
12085001500,-80.1,27,404,1,1.25,75233
12085001500,-80.1,27,946,2,1.25,75233
12085001500,-80.1,27,304,2,5,75233
12085001500,-80.1,27,328,1,1.25,75233
12085001500,-80.1,27,516,2,1.25,75233
12085001500,-80.1,27,409,2,1.25,75233
12085001500,-80.1,27,356,2,1.25,75233
12085001500,-80.1,27,404,1,1.25,75233
12085001500,-80.1,27,346,2,1.25,75233
12085001500,-80.1,27,459,1,1.25,75233
12085001500,-80.1,27,292,1,1.25,75233
12085001500,-80.1,27,356,1,1.25,75233
12085001500,-80.1,27,550,2,1.25,75233
12085001500,-80.1,27,561,2,1.25,75233
12085001500,-80.1,27,427,1,1.25,75233
12085001500,-80.1,27,619,2,1.25,75233
12085001500,-80.1,27,396,3,1.25,75233
12085001500,-80.1,27,404,2,1.25,75233
12085001500,-80.1,27,356,1,1.25,75233
12085001500,-80.1,27,449,2,5,75233
12085001500,-80.1,27,361,2,1.25,75233
12085001700,-80.3,27.1,252,1,1.25,62597
12085001700,-80.3,27.1,439,5,1.25,62597
12085001700,-80.3,27.1,326,1,2,62597
12085001700,-80.3,27.1,504,1,1.25,62597
12085001700,-80.3,27.1,436,1,2,62597
12085001700,-80.3,27.1,665,1,2,62597
12085001700,-80.3,27.1,950,2,1.25,62597
12085001700,-80.3,27.1,1884,1,1.25,62597
12085001700,-80.3,27.1,618,4,1.25,62597
12085001700,-80.3,27.1,639,5,1.25,62597
12085001700,-80.3,27.1,665,1,2,62597
12085001700,-80.3,27.1,704,1,1.25,62597
12085001700,-80.3,27.1,361,1,1.25,62597
12085001700,-80.4,27.2,2169,2,3,62597
12085001700,-80.3,27.1,351,1,3,62597
12085001700,-80.3,27.1,396,2,1.25,62597
12085001700,-80.3,27.1,386,2,2,62597
12085001700,-80.3,27.1,379,1,2,62597
12085001700,-80.3,27.1,305,1,1.25,62597
12085001700,-80.3,27.1,494,1,1.25,62597
12085001700,-80.3,27.1,324,5,1,62597
12085001700,-80.3,27.1,415,1,1.25,62597
12085001700,-80.3,27.1,214,1,1.25,62597
12085001700,-80.3,27.1,1580,1,5,62597
12085001700,-80.3,27.1,402,1,5,62597
12085001700,-80.3,27.1,351,2,1.25,62597
12085001700,-80.3,27.1,382,2,2,62597
12085001700,-80.3,27.1,249,5,1,62597
12085001700,-80.3,27.1,585,2,1.5,62597
12085001700,-80.3,27.1,331,1,1.25,62597
12085001700,-80.3,27.1,449,2,1.25,62597
12085001700,-80.3,27.1,538,1,5,62597
12085001700,-80.3,27.1,540,1,5,62597
12085001700,-80.3,27.1,384,1,1.25,62597
12085001700,-80.3,27.1,449,2,1.25,62597
12085001700,-80.3,27.1,385,1,2,62597
12085001700,-80.3,27.1,404,2,1.25,62597
12085001700,-80.3,27.1,311,1,1.25,62597
12085001700,-80.3,27.1,665,1,2,62597
12085001700,-80.3,27.1,654,5,1.5,62597
12085001700,-80.3,27.1,376,1,1.25,62597
12085001700,-80.3,27.1,449,2,1.25,62597
12085001700,-80.3,27.1,382,1,1.25,62597
12085001700,-80.3,27.1,3618,2,2,62597
12085990100,-80.7,27.1,373,1,1.25,0
12086000308,-80.2,25.9,176,2,5,51667
12086000308,-80.2,25.9,1535,1,2,51667
12086000308,-80.2,25.9,458,1,1.25,51667
12086000308,-80.2,25.9,296,2,1.25,51667
12086000308,-80.2,25.9,595,2,5,51667
12086000308,-80.2,25.9,459,1,1.25,51667
12086000308,-80.2,25.9,425,1,5,51667
12086000308,-80.2,25.9,354,1,2,51667
12086000308,-80.2,25.9,1482,2,5,51667
12086000308,-80.2,25.9,1535,1,2,51667
12086000308,-80.2,25.9,1126,1,2,51667
12086000308,-80.2,25.9,2386,2,2,51667
12086000308,-80.2,25.9,904,2,5,51667
12086000308,-80.2,25.9,2524,1,2,51667
12086000308,-80.2,25.9,2024,1,2,51667
12086000308,-80.2,25.9,1098,1,2,51667
12086000308,-80.2,25.9,2841,1,2,51667
12086000308,-80.2,25.9,851,1,2,51667
12086000308,-80.2,25.9,2821,1,5,51667
12086000308,-80.2,25.9,436,1,1.25,51667
12086000308,-80.2,25.9,1989,1,2,51667
12086000308,-80.2,25.9,420,4,1.25,51667
12086000308,-80.2,25.9,137,1,1,51667
12086000308,-80.2,25.9,434,1,1.25,51667
12086000308,-80.2,25.9,2335,1,2,51667
12086000308,-80.2,25.9,570,1,2,51667
12086000308,-80.2,25.9,1810,1,2,51667
12086000308,-80.2,25.9,3877,1,2,51667
12086000308,-80.2,25.9,287,1,1.25,51667
12086000308,-80.2,25.9,2052,1,2,51667
12086000308,-80.2,25.9,2692,2,2,51667
12086000308,-80.2,25.9,1014,1,1.25,51667
12086000308,-80.2,25.9,586,1,2,51667
12086000308,-80.2,25.9,2117,1,2,51667
12086000308,-80.2,25.9,3028,1,2,51667
12086000308,-80.2,25.9,2524,1,2,51667
12086000308,-80.2,25.9,402,2,1.25,51667
12086000308,-80.2,25.9,525,1,1.25,51667
12086000308,-80.2,25.9,359,1,1.25,51667
12086000308,-80.2,25.9,262,1,2,51667
12086000308,-80.2,25.9,380,1,2,51667
12086000308,-80.2,25.9,3231,2,2,51667
12086000308,-80.2,25.9,1296,1,5,51667
12086000308,-80.2,25.9,469,2,1.25,51667
12086000308,-80.2,25.9,1024,1,3,51667
12086000308,-80.2,25.9,2192,1,2,51667
12086000308,-80.2,25.9,568,1,2,51667
12086000308,-80.2,25.9,2524,1,2,51667
12086000308,-80.2,25.9,1240,1,1.25,51667
12086000308,-80.2,25.9,320,1,2,51667
12086000308,-80.2,25.9,320,1,2,51667
12086000308,-80.2,25.9,338,1,2,51667
12086000308,-80.2,25.9,394,1,1.25,51667
12086000308,-80.2,25.9,251,1,2,51667
12086000308,-80.2,25.9,310,1,2,51667
12086000308,-80.2,25.9,436,1,1.25,51667
12086000308,-80.2,25.9,637,1,1.25,51667
12086000308,-80.2,25.9,2524,1,2,51667
